ProductID,StoreID,Price,CompetitorPrices,Discounts,SalesVolume,CustomerReviews,ReturnRate,StorageCost
1131,87,35.94,59.72,1.42,302,4,1.69,2.24
1132,14,39.58,96.75,28.55,40,4,0.8,8.78
1132,19,63.41,80.22,8.63,398,2,19.07,9.81
1133,24,55.48,91.77,43.56,459,1,18.98,7.32
1136,85,21.94,79.81,8.27,228,3,17.25,7.42
1136,28,18.91,81.22,44.08,335,4,18.82,7.77
1137,37,30.45,83.49,31.71,123,3,19.49,5.71
1138,13,94.89,95.93,0.49,484,3,17.63,3.59
1138,38,28.61,20.57,33.41,52,3,13.56,4.53
1138,72,56.6,74.65,19.71,413,3,1.38,9.84
1140,93,69.05,98.26,34.23,493,4,3.66,1.69
1141,10,57.76,14.38,47.58,174,3,18.27,2.14
1142,7,86.98,99.7,28.48,319,3,13.7,6.82
1144,96,17.85,33.73,38.07,124,2,1.02,4.77
1144,4,66.15,62.33,20.96,8,4,6.74,4.91
1147,51,98.31,73.42,34.95,45,4,6.55,6.45
1148,81,26.71,92.77,25.59,413,1,5.48,4.57
1149,45,59.98,31.9,20.82,62,4,1.28,9.99
1150,40,18.66,68.96,34.87,475,3,7.94,8.3
1150,4,10.34,79.9,39.22,291,3,6.01,6.42
1152,51,67.78,12.36,27.11,391,4,9.2,6.55
1152,16,91.67,28.58,41.94,147,2,6.54,8.36
1154,81,92.13,20.99,37.61,284,1,8.12,9.12
1155,14,74.66,35.78,32.84,309,3,12.18,4.15
1155,13,20.21,40.33,39.21,286,1,6.36,1.59
1155,33,33.19,69.6,45.56,192,4,15.88,2.57
1156,19,27.64,10.82,0.64,177,2,18.42,7.79
1157,46,38.45,61.79,14.08,445,1,4.44,6.38
1158,5,7.71,6.93,4.58,308,4,7.01,6.66
1159,14,47.91,15.15,41.52,406,3,8.81,2.47
1161,25,54.21,87.27,29.81,236,1,18.21,6.3
1162,75,65.24,51.47,42.84,22,4,7.52,7.53
1163,67,98.93,17.73,11.91,390,4,10.92,5.11
1163,95,14.33,16.42,4.13,188,2,11.54,7.03
1165,26,21.31,95.62,19.8,308,4,8.14,2.54
1169,21,84.78,63.54,22.38,417,2,18.27,1.63
1170,74,6.74,35.95,3.01,52,3,0.6,2.55
1170,13,48.49,72.06,41.69,199,4,7.6,3.33
1171,12,86.72,24.43,5.07,177,1,4.05,8.42
1174,66,46.2,33.05,4.2,383,3,3.95,8.26
1174,51,87.55,41.9,42.81,60,1,19.21,2.5
1175,37,36.88,56.75,8.1,305,3,17.34,1.85
1176,43,13.69,94.73,16.66,352,4,15.05,8.06
1176,75,70.89,39.25,33.43,499,2,6.12,1.53
1177,40,68.22,58.49,12.7,70,1,7.66,3.95
1177,27,58.42,99.74,4.65,221,1,18.81,6.94
1178,23,69.99,22.47,37,400,4,8.9,7.84
1180,98,10.85,24.27,24.91,250,1,1,5.07
1181,1,73.47,9.1,3.66,358,3,12.36,7.55
1181,75,20.47,22.32,36.93,392,2,17,4.24
1182,96,23.02,13.7,46.18,444,4,5.63,1.58
1183,5,7.51,92.41,26.17,19,4,9.79,3.49
1184,20,30.99,70.53,29.58,492,4,4.39,1.91
1184,61,58.85,52.72,1.66,361,1,13.85,9.01
1185,13,25.55,43.17,41.15,311,2,2.43,2.15
1185,88,26.86,49.94,42.76,161,4,15.5,2.16
1186,72,72.88,38.11,13.55,213,2,17.85,6.87
1187,62,75.29,45.8,15.12,348,4,13.88,7.2
1188,94,34.72,51.29,22.43,354,3,11.75,7.75
1188,9,81.92,23.8,39.89,250,1,1.18,5.35
1191,79,19.75,50.9,33.58,477,4,8.15,4.58
1191,93,9.14,43.82,23.34,265,2,2.44,9.06
1193,46,31.45,32.45,40.18,450,2,1.5,5.71
1194,69,64.11,24.81,10.14,435,4,5.55,6.67
1197,16,9.95,22.12,15.07,244,1,16.51,1.32
1197,42,37.82,52.74,48.46,59,4,7.1,2.11
1197,16,87.82,37.74,0.61,148,2,4.79,4.32
1199,48,92.83,23.95,17.97,388,2,7.32,5.62
1199,25,64.14,95.07,23.82,493,3,4.16,1.79
1199,36,47.84,74.6,18.49,154,3,18.06,6.14
1199,51,89.68,91.22,8.24,110,2,13.48,2.68
1200,61,73.72,90.61,8.71,109,2,18.11,2.56
1201,48,64.78,86.84,28.02,268,2,5.88,9.76
1201,86,77.42,97.66,48.77,150,1,14.03,6.5
1201,23,33.27,83.31,25.65,330,1,6.77,7.3
1204,23,98,75.03,37.5,105,3,2.51,5.94
1204,20,32.91,47.44,6.86,480,2,0.72,8.65
1205,55,31.55,16.67,19.71,252,1,13.62,1.28
1206,52,69.74,70.2,2.09,191,2,4.02,5.37
1206,72,38.1,37.42,46.1,209,1,17.3,6.11
1207,97,9.65,72.8,11.2,447,4,0.36,2.53
1207,73,91.15,97.7,29.75,290,4,5.8,7.26
1208,68,81.62,61.4,6.76,139,3,7.56,8.1
1209,99,36.31,86.86,25.57,493,3,15.83,6.24
1210,77,99.36,28.42,20.42,111,1,1.42,7.07
1210,89,54.12,45.86,20.35,145,4,18.69,6.42
1210,91,95.36,21.2,34.81,213,2,2.97,5.68
1211,50,96.99,70.21,47.29,491,1,4.8,1.76
1212,18,41.31,50.05,0.14,112,3,6.29,3.84
1213,17,57.89,68.01,28.04,117,2,3.41,1.98
1215,24,74.68,86.68,36.71,367,4,11.5,9.19
1215,13,17.7,96.97,40,302,1,5.4,5.37
1215,74,66.07,76.09,1.92,475,4,4.18,5.77
1216,36,13.68,28.3,24.08,114,3,7.9,5.19
1219,25,23.78,58.64,39.6,384,2,0.61,7.49
1221,89,78.12,13.77,35.12,19,4,12.63,1.53
1221,97,56.06,90.86,5.27,7,4,14.71,6.83
1222,59,67.4,46.56,47,43,2,14.78,5.52
1223,66,91.71,28.46,13.82,107,1,9.45,7.42
1225,57,81.61,52.67,7.23,457,3,14.57,9.39
1225,45,83.37,6.68,17.72,100,2,11.06,6.66
1225,25,85.02,34.16,11.05,229,4,8,6.74
1226,2,20.81,77.19,25.15,226,3,2.18,4.57
1228,34,60.34,24.11,42.22,304,2,8.76,6.2
1229,29,53.48,75.46,4.39,183,2,7.2,2.74
1229,81,92.81,16.29,29.55,491,4,2.27,1.39
1230,5,26.45,90.1,13.73,345,4,18.63,4.25
1231,51,56.15,40.11,29.41,142,1,15.89,1.19
1232,42,93.55,11.25,37.04,21,4,12.93,5.73
1232,62,86.79,49.34,29.67,172,2,1.09,6.5
1232,38,63,67.06,6.63,73,4,16.06,3.05
1233,2,96.03,59.17,39.76,89,3,5.11,8.46
1233,18,94.23,34.98,23.41,286,2,8.82,1.38
1233,4,92.12,61.96,44.96,65,4,17.06,2.92
1234,4,11.48,63.27,49.57,496,2,1.37,5.68
1234,36,5.1,32.6,36.43,189,2,9.13,3.86
1235,69,67.03,95.13,17.21,46,1,6.03,7.85
1235,87,76.77,61.18,36.91,317,3,1.92,6.78
1235,63,85.71,38.64,24.6,332,3,12.7,6.21
1237,82,15.27,63.59,11.75,110,2,7.93,6.3
1237,27,86.35,64.87,47.52,471,3,13.38,3.51
1238,84,96.31,98.82,27.46,105,3,3.16,3.81
1238,76,68.07,76.83,47.3,418,1,7.21,9.08
1240,23,68.79,40.01,25.75,184,1,8.77,2.38
1240,58,98.31,90.67,23.8,279,1,1.96,3.9
1243,53,78.34,95.68,43.82,395,1,19.91,6.9
1243,54,69.77,8.92,43.39,338,4,12.38,9.51
1244,85,37.56,16.26,17,283,3,6.21,3.6
1245,50,76.7,43.43,0.32,314,1,7.93,4.09
1245,37,86.71,82.85,40.78,194,1,0.58,6.1
1245,30,66.74,17.26,42.66,203,4,2.41,2
1248,67,57.96,19.54,43.63,64,1,1.39,6.69
1248,55,46.52,93.85,8.85,224,2,18.75,8.97
1248,87,66.14,49.2,9.07,6,3,5.96,7.87
1248,75,6.17,34.24,38.95,96,2,7.22,8.42
1249,95,95.96,73.38,6.34,411,2,1.94,9.74
1250,18,40.05,33.94,0.18,126,2,14.95,9.3
1250,68,32.58,50.17,32.01,299,4,17.8,9.16
1251,7,51.79,91.23,23.42,116,4,9.02,6.79
1251,41,24.24,44.71,21.53,79,2,4.18,1.07
1252,71,96.52,21.22,37.03,301,3,2.29,7.28
1252,75,14.54,32.01,17.63,329,1,7.93,8.46
1252,94,42.19,27.67,22.2,453,4,15.57,3.08
1253,69,90.01,70.31,9.03,368,1,5.06,2.95
1253,30,22.03,51.18,9.51,211,4,0.4,5.59
1253,98,50.39,60.16,38.62,446,4,8.81,5.7
1253,39,62.51,78.63,17.61,109,1,4.22,1.77
1253,36,7.62,60.06,2.86,180,1,2.85,3.71
1254,36,32.24,92.41,18.56,477,1,16.05,9.8
1256,5,46.32,76.68,1.9,57,2,4.5,6.57
1256,42,67.6,80.45,38.95,369,4,10.41,3.83
1258,59,29.55,90.52,11.72,104,2,14.08,5.43
1262,28,21.42,59.65,30.91,59,4,5.8,7.4
1262,17,87.07,28.28,36.33,434,4,6.13,9.22
1264,81,6.4,64.13,20.79,414,4,7.1,1.13
1265,94,78.53,73.91,39.34,483,3,0.1,8.16
1266,17,81.25,98.09,27.74,487,3,11.62,2.72
1268,62,66.11,33.42,40.52,317,3,7.07,3.44
1268,61,40.66,91.72,18.27,96,2,11.77,1.64
1270,63,91.52,70.95,37.33,118,2,3.43,9.12
1272,96,33.24,78.64,6.31,457,4,15.74,6.87
1274,43,18.85,65.97,33.52,265,4,7.37,2.5
1274,42,35.12,7.3,22.89,362,2,15.71,1.92
1274,40,98.05,53.03,32.06,49,4,16.06,8.11
1274,35,34.86,73.19,20.49,15,4,19.06,1.39
1276,52,31.85,33.55,16.93,271,1,16.62,2.33
1277,86,25.94,73.73,24.55,420,4,13.56,5.39
1279,20,93.34,80.26,48.07,294,4,6.27,3.91
1280,62,28.55,87.46,11.01,379,4,15.01,9.15
1281,14,90.61,88.49,12.9,397,4,19.47,3.52
1282,76,87.17,37.02,43.13,318,4,5.75,8.53
1282,93,32.78,28.8,29,262,3,3.6,5.79
1282,45,17.15,63.03,16.05,102,4,14.23,7.78
1282,69,65.28,97.16,30.06,320,1,14.39,8.78
1282,49,10.37,69.83,35.02,41,2,15.17,5.34
1286,93,35.7,15.79,35.46,289,2,3.93,1.09
1289,21,25.2,72.15,19.71,400,4,9.9,9.53
1289,46,90.12,79.31,41.19,33,3,1.12,4.6
1289,7,63.63,45.57,21.31,423,3,2.11,6.5
1291,11,92.69,30.09,42.99,317,4,6.24,8.97
1291,21,54.13,63.74,17,306,4,0.42,3.75
1292,6,19.4,12.99,32.21,310,3,9.31,4.11
1293,1,18.36,14.39,49.52,84,3,13.9,6.32
1296,74,77.9,38.48,1.82,341,1,12.84,3.37
1296,27,28.35,39.98,8.15,303,3,14.49,8.66
1297,84,7.24,74.96,39.7,394,3,4.8,5.49
1298,28,5.68,9.08,34.33,167,4,19.62,7.12
1299,25,65.65,96.14,34.06,47,4,16.32,5.43
1300,44,78.12,67.32,45.57,318,3,13.09,9.19
1300,2,92.47,47.68,12.94,196,3,0.31,5.54
1301,61,15.43,57.7,37.81,258,2,17.58,9.49
1301,99,78.96,36.28,46.68,143,2,3.67,7.78
1302,20,46.19,29.99,18.35,52,2,19.31,9.73
1302,88,80.33,5.29,10.77,72,3,15.39,1.63
1302,98,45.15,16.99,12.71,279,3,7.02,4.85
1303,46,96.58,65.75,9.14,227,3,10.71,1.11
1304,48,75.64,65.53,33.94,77,4,2.79,3.45
1305,9,64.74,12.11,30.76,416,1,10.4,3.98
1305,24,67.33,18.87,44.91,289,2,0.61,3.54
1305,78,77.96,87.19,31.03,32,2,4.66,6.88
1306,85,57.07,88.57,17.99,116,3,18.55,2.17
1306,23,20.47,82.46,25.28,55,4,7.03,4.17
1306,51,87.03,33.36,29.2,461,1,6.56,4.85
1307,81,68.02,9.09,16.02,350,4,10.25,1.47
1307,52,19.33,65.9,21.45,280,2,1.22,1.44
1307,81,13.22,57.81,17.19,374,1,10.12,9.5
1309,52,77.25,37.49,38.04,332,1,6.05,8.05
1310,77,76.13,9.82,1,443,4,11.59,1.69
1311,6,42.63,18.39,43.76,253,2,7.21,5.83
1311,72,76.76,30.97,31.63,254,4,17.53,3.5
1311,5,91.76,9.53,45.71,227,2,6.76,8.55
1312,87,5.14,97.69,7.22,399,3,19.37,5.48
1313,89,36.76,18.2,38.72,146,4,15.59,5.43
1313,28,69.21,19.53,37.76,89,3,0.88,2.23
1316,12,48.63,75.7,3.63,353,2,11.1,9.53
1317,40,41.34,76.71,30.58,324,3,5.86,7.33
1320,9,43.07,41.05,43.78,234,4,7.92,4.55
1320,30,5.93,8.09,35.42,368,1,11.41,1.89
1320,51,62.15,79.93,32.41,289,3,13.6,3.78
1321,40,87.73,61.44,49.73,55,2,16.5,4.74
1321,72,12,57.48,0.7,53,2,2.82,1.12
1321,90,23.14,28.83,8.85,488,4,16.01,8.85
1323,63,44.26,32.06,17.41,149,2,9.28,5.16
1324,98,68.11,41.93,31.4,32,1,14.27,1.72
1324,88,27.83,38.48,42.26,383,1,7.04,6.41
1324,9,39.12,56.22,38.2,399,4,15.47,5.51
1325,4,17.9,56.76,24.22,21,4,8.08,4.84
1326,70,79.32,26.95,11.71,56,4,13.93,1.18
1326,30,5.23,87.2,8.18,487,2,8.11,2.13
1327,38,88.73,58.43,37.49,491,1,8.98,8.71
1328,71,46.77,6.37,46.44,450,2,9.95,7.7
1328,93,45.68,65.8,46.96,41,1,17.74,8.66
1329,37,67.01,79.51,36.74,45,1,5.26,5.85
1333,91,94.88,51.55,42.2,309,1,9.63,4.28
1334,45,36.73,87.56,22.38,265,2,4.68,6.44
1337,33,71.56,89.29,38.26,3,4,8.81,8.13
1338,83,41.79,40.9,43.3,354,4,4.91,4.54
1339,34,27.07,79.81,3.78,436,3,19.73,7.59
1340,8,87.72,33.89,31.28,414,3,1.18,5.26
1340,74,74.55,86.37,33.16,201,2,7.15,9.36
1342,21,32.04,80,37.83,480,1,5.97,6.76
1343,40,14.28,13.58,30.51,23,2,8.11,2.92
1345,28,11.95,52.3,46.65,93,4,19,5.22
1347,4,62.07,82.38,35.7,327,1,0.92,4.19
1349,21,36.69,96.9,19.29,455,2,17.86,9.99
1350,13,69.44,67.72,48.28,297,3,10.61,1.79
1351,30,13.81,71.54,7.87,19,4,12.21,2.15
1352,64,79.4,13.71,33.04,481,4,12.51,3.82
1353,41,54.5,59.67,5.04,309,1,7.55,9.27
1353,6,89.69,23.84,38.28,378,3,7.57,8.26
1355,88,45.34,11.72,27.54,44,3,12.55,4.86
1355,40,86.77,23,2.36,342,1,9.34,9.83
1355,3,54.79,22.65,3.22,16,4,18.75,1.65
1355,33,34.27,46.33,39.11,84,3,11.01,7.13
1356,45,93.02,26.49,4.67,225,2,15.48,2.84
1357,57,79.88,19.98,5.3,306,3,18.56,6.81
1358,53,54.81,81.05,38.42,448,4,5.67,7.42
1358,56,88.73,91.77,23.22,289,4,3,6.35
1359,54,81.39,35.18,0.53,232,2,16.19,2.49
1360,59,95.31,81.78,28.7,316,1,18.83,3.92
1361,63,18.7,97.81,5.05,273,1,19.23,3.69
1361,4,33.31,75.34,20.41,425,1,7.47,1.1
1362,25,91.47,15.18,23.17,84,2,14.8,2.93
1363,78,53.2,22.81,4.43,371,4,7.32,1.31
1364,55,76.81,63.03,9.87,140,2,4.88,9.41
1364,52,86.02,58.22,10.43,376,3,9.95,9.6
1368,71,71.83,93.47,29.83,126,4,12.1,8.99
1368,66,15.31,87.34,2.57,318,3,16.36,8.93
1368,42,92.57,11.84,44.93,67,3,12.38,7.64
1369,8,66.04,10.93,2.51,155,2,16.2,8.69
1371,39,41.08,32.24,9.33,498,1,12.39,9.25
1372,83,84.32,43.99,12.27,6,2,13.95,7.37
1373,50,35.3,25.99,24.39,309,4,1.33,2.54
1375,12,83.68,86.97,31.57,201,1,18.9,8.01
1377,55,50.78,42.43,40.72,162,2,15.67,3.34
1377,15,25.53,19.32,15.39,277,2,19.25,7.25
1378,42,38.2,8.95,37.92,110,1,16.44,9.42
1379,81,80.04,95.53,32.79,292,3,17.9,1.45
1380,82,29.85,71.36,26.6,217,4,6.29,3.45
1381,51,92.64,58.68,15.36,139,2,18.45,6.25
1382,72,38.95,77.49,33.75,280,2,4.12,9.11
1382,75,68.4,5.76,9.75,185,1,10.19,5.8
1383,89,31.55,44.35,34.29,391,1,16.46,3.71
1385,82,67.65,48.94,3.69,399,3,6.05,5.37
1386,26,78.18,44.51,1.38,341,3,4.17,8.8
1389,81,95.4,32.78,9.03,118,4,11.1,5.14
1390,24,33.03,5.16,16.68,119,4,13.15,4.66
1390,93,35.39,35.66,40.44,430,3,4.56,4.02
1392,44,29.57,92.04,14.21,294,3,6.68,9.24
1395,52,73.66,6.94,48.82,319,3,8.97,9.26
1400,13,40.72,71.89,18.35,330,4,13.54,4.62
1401,15,33.65,75.25,33.51,87,3,17,9.62
1403,74,88.44,64.95,22.59,121,2,2.98,7.99
1403,48,7.12,15.28,47.66,493,1,18.77,9.4
1404,87,57.77,46.81,26.6,203,3,2.88,7.47
1404,51,56.66,83.41,8.26,168,3,15.18,9.07
1408,97,92.8,65.83,44.34,140,3,2.71,8.29
1408,94,26.18,20.63,2.43,441,3,10.49,9.09
1410,62,84.11,16.53,37.82,1,4,1.75,2.75
1410,75,25.91,54.68,21.77,148,4,12.5,7.39
1411,59,9.77,34.32,29.61,259,2,18.2,4.07
1411,80,6.19,69.87,0.42,142,4,11.88,9.99
1412,67,55.43,31.71,34.17,167,1,19.45,3.74
1412,92,58.62,94.84,49.53,321,1,9.69,1.1
1413,22,98.41,80.69,16.28,281,1,5.26,9.28
1413,70,34.46,17.82,44,158,1,9.89,8.57
1413,2,60.73,70.64,12.53,174,4,11.63,2.42
1413,74,85.54,54.67,34.4,402,3,0.08,6.79
1416,25,96.23,27.84,28.1,201,2,12.49,9.09
1416,43,54.29,85.66,31.94,147,3,10.16,2.3
1418,79,47.43,26.47,43.72,82,3,5.81,8.24
1419,80,43.71,40.4,37.11,172,3,1.62,2.73
1419,65,25.79,58.88,36.72,170,4,8.09,1.24
1420,14,56.29,97.55,34.16,175,2,1.71,9.3
1421,30,56.5,57.5,13.17,357,3,2.63,8.29
1422,44,47.16,89.57,34.95,27,4,19.47,7.09
1427,13,67.2,83.64,17.96,317,3,9.64,6.15
1428,48,82.79,15.51,23.8,363,3,15.18,7.87
1429,86,46.53,44.43,6.2,125,3,8.63,8.14
1434,16,85.33,41.86,0.16,128,3,8.31,5.44
1436,80,95.76,37.15,38.1,387,1,4.87,7.84
1437,51,56.1,35.91,5.12,59,3,16.26,4.75
1437,73,6.81,46.58,44.92,74,3,11.84,6.48
1437,7,70.9,84.51,27.96,428,1,11.31,8.51
1438,18,15.37,74.79,15.23,372,2,18.84,5.51
1439,66,68.32,10.08,3.06,99,4,8.27,9.03
1440,63,27.33,26.66,4.53,306,1,4.39,3.7
1444,85,11.98,43.47,22.91,273,4,6.46,4.94
1445,15,64.55,49.94,48.67,258,2,12.24,1.32
1445,2,88.16,58.21,7.36,420,4,7.6,3.82
1445,48,36.1,11.42,26.3,103,3,12.25,1.67
1446,38,56.06,60.1,18.44,169,1,7.37,7.02
1446,92,96.31,35.46,10.14,226,1,17.35,7.71
