ProductID,Date,StoreID,SalesQuantity,Price,Promotions,SeasonalityFactors,DemandTrend,CustomerSegments,StoreLocation,ManagerID
1087,2024-10-30,79,383,38.31,Yes,Festival,Decreasing,Premium,Delhi,AW03
1087,2024-06-20,64,185,17.94,Yes,Festival,Stable,Regular,Karnataka,AW07
1089,2024-10-06,98,390,51.36,Yes,Festival,Stable,Regular,Gujarat,AW05
1089,2024-03-12,83,224,6.61,Yes,Holiday,Stable,Premium,Uttar Pradesh,AW13
1090,2024-09-18,61,44,61.26,Yes,Holiday,Increasing,Premium,Haryana,AW04
1090,2024-01-25,95,380,44.28,Yes,Weekday,Increasing,Regular,West Bengal,AW08
1090,2024-01-09,55,163,60.32,No,Festival,Stable,Budget,Rajasthan,AW10
1090,2024-10-08,59,461,23.48,No,Weekday,Stable,Premium,West Bengal,AW08
1090,2024-09-28,19,162,10.85,No,Festival,Stable,Regular,Karnataka,AW07
1091,2024-04-24,34,168,71.41,Yes,Weekday,Increasing,Premium,Punjab,AW09
1092,2024-03-25,72,272,84.45,No,Festival,Stable,Premium,Maharashtra,AW01
1092,2024-07-31,89,160,10.42,Yes,Holiday,Stable,Regular,Haryana,AW04
1092,2024-02-15,83,256,34.38,No,Festival,Increasing,Budget,Delhi,AW03
1095,2024-06-26,99,266,31.47,No,Festival,Stable,Premium,Gujarat,AW05
1095,2024-12-30,36,273,44.77,No,Weekday,Increasing,Premium,Assam,AW06
1096,2024-03-16,89,401,74.83,Yes,Festival,Increasing,Premium,Haryana,AW04
1096,2024-09-03,7,64,64.26,Yes,Holiday,Increasing,Budget,Gujarat,AW05
1096,2024-10-09,65,189,63.49,No,Holiday,Decreasing,Premium,Haryana,AW04
1096,2024-09-26,93,201,58.78,No,Festival,Stable,Budget,Punjab,AW09
1097,2024-08-23,92,383,75.44,No,Festival,Decreasing,Regular,Telangana,AW02
1098,2024-09-04,27,268,38.17,Yes,Festival,Stable,Budget,Haryana,AW04
1099,2024-06-02,79,327,78.53,Yes,Festival,Stable,Budget,Haryana,AW04
1099,2024-11-09,81,148,34.85,Yes,Festival,Decreasing,Premium,Madhya Pradesh,AW11
1099,2024-09-12,25,2,90.16,No,Festival,Decreasing,Regular,Madhya Pradesh,AW11
1099,2024-10-31,24,348,73.28,Yes,Holiday,Decreasing,Budget,Madhya Pradesh,AW11
1100,2024-01-13,2,294,89.61,Yes,Festival,Increasing,Budget,Telangana,AW02
1100,2024-02-15,67,200,9.08,Yes,Weekday,Decreasing,Budget,Karnataka,AW07
1101,2024-05-06,26,435,94.08,No,Festival,Increasing,Budget,Maharashtra,AW01
1101,2024-02-17,94,198,84.77,Yes,Weekday,Increasing,Premium,Assam,AW06
1103,2024-09-29,43,78,20.61,Yes,Festival,Stable,Premium,Madhya Pradesh,AW11
1105,2024-08-18,6,5,53.12,Yes,Festival,Decreasing,Premium,Delhi,AW03
1105,2024-01-30,57,248,50.39,Yes,Weekday,Decreasing,Premium,Assam,AW06
1107,2024-04-15,96,450,81.76,Yes,Weekday,Decreasing,Budget,Karnataka,AW07
1109,2024-08-25,95,113,52.49,No,Holiday,Increasing,Budget,Gujarat,AW05
1112,2024-10-25,50,307,96.54,No,Festival,Stable,Premium,Delhi,AW03
1112,2024-06-27,27,60,98.18,No,Festival,Increasing,Regular,Haryana,AW04
1112,2024-05-24,4,151,8.31,Yes,Holiday,Increasing,Budget,Punjab,AW09
1113,2024-08-18,74,456,67.54,Yes,Weekday,Increasing,Premium,Uttar Pradesh,AW13
1116,2024-12-17,52,406,66.18,No,Festival,Increasing,Premium,Delhi,AW03
1116,2024-09-04,43,228,35.5,Yes,Festival,Increasing,Premium,Delhi,AW03
1116,2024-07-25,16,175,14.44,Yes,Weekday,Increasing,Premium,Haryana,AW04
1116,2024-05-26,42,424,65.76,No,Festival,Stable,Budget,Madhya Pradesh,AW11
1117,2024-11-09,26,413,94.63,No,Holiday,Increasing,Budget,Delhi,AW03
1117,2024-10-28,41,404,18.39,Yes,Festival,Stable,Premium,Punjab,AW09
1122,2024-09-17,36,43,98.68,Yes,Holiday,Stable,Budget,Delhi,AW03
1124,2024-03-22,23,24,93.39,Yes,Weekday,Increasing,Premium,Tamil Nadu,AW12
1125,2024-10-29,38,465,6.83,Yes,Holiday,Increasing,Regular,Assam,AW06
1127,2024-09-06,91,278,48.4,Yes,Holiday,Decreasing,Regular,Maharashtra,AW01
1129,2024-10-02,84,87,72.02,No,Holiday,Increasing,Premium,Haryana,AW04
1129,2024-05-21,8,484,97.59,Yes,Weekday,Stable,Budget,Assam,AW06
1131,2024-07-18,54,216,81.54,No,Festival,Stable,Premium,Gujarat,AW05
1131,2024-09-25,62,198,98.2,Yes,Holiday,Decreasing,Regular,Uttar Pradesh,AW13
1131,2024-05-08,87,252,59.99,Yes,Holiday,Decreasing,Premium,Uttar Pradesh,AW13
1131,2024-04-14,94,111,44.62,No,Holiday,Stable,Regular,Madhya Pradesh,AW11
1132,2024-08-08,34,259,60.57,Yes,Festival,Stable,Premium,Telangana,AW02
1132,2024-07-24,40,74,43.14,Yes,Holiday,Decreasing,Premium,Haryana,AW04
1133,2024-04-15,84,47,8.38,No,Festival,Increasing,Budget,Punjab,AW09
1136,2024-12-16,47,273,49.31,No,Holiday,Increasing,Budget,Gujarat,AW05
1136,2024-02-19,52,227,88.21,Yes,Weekday,Decreasing,Premium,Assam,AW06
1137,2024-05-19,60,307,82.88,Yes,Weekday,Increasing,Budget,Assam,AW06
1138,2024-03-04,44,270,9.46,Yes,Holiday,Increasing,Regular,Uttar Pradesh,AW13
1138,2024-02-18,48,262,26.69,Yes,Holiday,Increasing,Budget,Karnataka,AW07
1138,2024-10-16,59,153,17.16,Yes,Holiday,Increasing,Budget,Rajasthan,AW10
1140,2024-10-22,97,486,45.75,Yes,Holiday,Increasing,Premium,Uttar Pradesh,AW13
1141,2024-07-25,95,423,53.46,Yes,Festival,Decreasing,Regular,Haryana,AW04
1142,2024-08-10,58,396,27.76,Yes,Festival,Decreasing,Regular,Karnataka,AW07
1144,2024-06-13,91,254,14.38,No,Festival,Decreasing,Budget,Maharashtra,AW01
1144,2024-12-28,33,156,88.19,No,Holiday,Stable,Budget,Tamil Nadu,AW12
1147,2024-08-01,8,475,72.5,Yes,Festival,Stable,Budget,Gujarat,AW05
1148,2024-07-13,40,74,75.74,Yes,Holiday,Stable,Premium,Madhya Pradesh,AW11
1149,2024-01-08,68,59,20.07,No,Weekday,Increasing,Budget,Karnataka,AW07
1150,2024-03-28,42,9,96.64,Yes,Festival,Stable,Premium,Assam,AW06
1150,2024-03-14,30,462,11.04,No,Weekday,Decreasing,Budget,Assam,AW06
1152,2024-07-23,69,292,57.35,No,Festival,Decreasing,Premium,Haryana,AW04
1152,2024-05-22,62,155,64.48,Yes,Holiday,Increasing,Premium,Karnataka,AW07
1154,2024-05-23,33,174,48.46,No,Festival,Increasing,Budget,Uttar Pradesh,AW13
1155,2024-10-18,3,12,57.93,Yes,Festival,Decreasing,Budget,Maharashtra,AW01
1155,2024-05-11,75,473,37.14,No,Holiday,Decreasing,Premium,Uttar Pradesh,AW13
1155,2024-04-15,7,255,28.3,No,Weekday,Increasing,Regular,Karnataka,AW07
1156,2024-04-22,77,188,36.17,Yes,Holiday,Decreasing,Regular,Haryana,AW04
1157,2024-11-01,62,342,47.55,Yes,Holiday,Increasing,Budget,Maharashtra,AW01
1158,2024-10-27,95,196,65.46,Yes,Weekday,Decreasing,Regular,Punjab,AW09
1159,2024-09-08,30,434,15.59,No,Weekday,Decreasing,Regular,Assam,AW06
1161,2024-08-31,15,104,52.64,No,Holiday,Decreasing,Budget,Delhi,AW03
1162,2024-10-18,98,31,69.88,No,Holiday,Decreasing,Budget,Maharashtra,AW01
1163,2024-07-16,17,34,66.16,Yes,Weekday,Decreasing,Regular,Telangana,AW02
1163,2024-03-31,10,423,12.03,Yes,Festival,Decreasing,Regular,Karnataka,AW07
1165,2024-10-17,80,33,23.44,Yes,Weekday,Stable,Premium,Madhya Pradesh,AW11
1169,2024-03-11,74,431,48.31,No,Holiday,Increasing,Budget,Telangana,AW02
1170,2024-08-23,90,414,83.54,Yes,Festival,Decreasing,Budget,Gujarat,AW05
1170,2024-07-20,54,415,75.59,Yes,Holiday,Stable,Budget,Gujarat,AW05
1171,2024-11-03,44,375,21.28,No,Festival,Stable,Premium,Telangana,AW02
1174,2024-06-06,89,398,6.85,Yes,Weekday,Increasing,Regular,Haryana,AW04
1174,2024-04-26,49,375,70.38,No,Festival,Decreasing,Budget,Madhya Pradesh,AW11
1175,2024-01-11,72,264,19.49,Yes,Holiday,Stable,Premium,Assam,AW06
1176,2024-06-13,93,434,94.76,Yes,Festival,Stable,Premium,Delhi,AW03
1176,2024-03-28,66,43,46.39,Yes,Festival,Stable,Premium,Rajasthan,AW10
1177,2024-07-13,20,369,73.63,Yes,Festival,Stable,Budget,Maharashtra,AW01
1177,2024-06-14,78,75,69.51,No,Holiday,Stable,Premium,Rajasthan,AW10
1178,2024-05-07,62,101,12.31,No,Weekday,Decreasing,Premium,Assam,AW06
1180,2024-03-24,3,215,20.8,Yes,Weekday,Stable,Budget,Madhya Pradesh,AW11
1181,2024-05-16,63,484,17.18,Yes,Weekday,Increasing,Budget,Maharashtra,AW01
1181,2024-04-12,32,18,38.42,No,Holiday,Stable,Regular,Assam,AW06
1182,2024-06-27,46,68,75.29,Yes,Festival,Decreasing,Budget,Tamil Nadu,AW12
1183,2024-01-26,89,446,55.98,No,Weekday,Decreasing,Budget,Tamil Nadu,AW12
1184,2024-05-12,92,195,40.11,Yes,Holiday,Stable,Regular,Delhi,AW03
1184,2024-12-23,17,422,47.33,No,Festival,Stable,Budget,Assam,AW06
1185,2024-08-30,55,446,37.23,Yes,Festival,Stable,Budget,Madhya Pradesh,AW11
1185,2024-03-17,27,135,79.56,No,Weekday,Decreasing,Budget,Karnataka,AW07
1186,2024-08-10,61,231,93.07,Yes,Festival,Decreasing,Regular,Madhya Pradesh,AW11
1187,2024-03-16,76,478,28.59,No,Holiday,Decreasing,Regular,Uttar Pradesh,AW13
1188,2024-07-23,53,499,82.34,Yes,Holiday,Decreasing,Regular,Telangana,AW02
1188,2024-05-24,8,349,67.82,Yes,Holiday,Stable,Budget,Karnataka,AW07
1191,2024-03-01,69,26,42.06,No,Holiday,Increasing,Premium,Gujarat,AW05
1191,2024-06-27,34,351,23.63,No,Festival,Decreasing,Premium,Karnataka,AW07
1193,2024-11-18,15,371,21.56,No,Festival,Stable,Budget,Maharashtra,AW01
1194,2024-07-20,20,148,85.61,Yes,Festival,Decreasing,Premium,Haryana,AW04
1197,2024-12-23,23,120,7.65,No,Festival,Stable,Regular,Telangana,AW02
1197,2024-08-17,82,94,88.01,Yes,Festival,Stable,Premium,Delhi,AW03
1197,2024-11-21,10,413,84.45,Yes,Weekday,Increasing,Regular,West Bengal,AW08
1199,2024-04-02,29,177,10.18,No,Holiday,Stable,Premium,Delhi,AW03
1199,2024-10-11,77,332,28.27,Yes,Festival,Stable,Budget,West Bengal,AW08
1199,2024-12-15,26,238,80.39,Yes,Holiday,Stable,Premium,Madhya Pradesh,AW11
1199,2024-11-05,58,216,28.23,Yes,Holiday,Stable,Regular,Uttar Pradesh,AW13
1200,2024-06-11,89,284,31.36,No,Festival,Stable,Premium,Tamil Nadu,AW12
1201,2024-04-20,28,409,27.35,Yes,Holiday,Stable,Budget,West Bengal,AW08
1201,2024-03-16,61,315,21.15,Yes,Holiday,Increasing,Budget,Uttar Pradesh,AW13
1201,2024-04-14,32,11,70.28,No,Festival,Increasing,Regular,Madhya Pradesh,AW11
1204,2024-04-13,12,251,94.99,No,Festival,Decreasing,Regular,Delhi,AW03
1204,2024-07-07,64,180,83.59,Yes,Festival,Increasing,Regular,Delhi,AW03
1205,2024-07-22,27,188,15.03,No,Holiday,Stable,Budget,Gujarat,AW05
1206,2024-03-09,82,322,36.76,No,Holiday,Increasing,Premium,Gujarat,AW05
1206,2024-03-30,38,287,89.42,Yes,Holiday,Increasing,Premium,Gujarat,AW05
1207,2024-11-14,23,389,65.3,No,Festival,Stable,Premium,Delhi,AW03
1207,2024-10-31,1,105,62.68,No,Festival,Decreasing,Budget,West Bengal,AW08
1208,2024-01-16,48,58,34.3,Yes,Weekday,Decreasing,Budget,Uttar Pradesh,AW13
1209,2024-10-29,36,127,48.69,No,Holiday,Stable,Budget,Madhya Pradesh,AW11
1210,2024-09-12,31,270,94.33,No,Holiday,Increasing,Regular,Madhya Pradesh,AW11
1210,2024-08-19,25,278,80.04,Yes,Weekday,Increasing,Premium,Karnataka,AW07
1210,2024-10-07,79,319,5.92,Yes,Festival,Decreasing,Regular,Tamil Nadu,AW12
1211,2024-10-12,51,363,36.08,No,Festival,Increasing,Regular,Delhi,AW03
1212,2024-09-11,66,47,5.05,No,Holiday,Stable,Regular,Maharashtra,AW01
1213,2024-05-12,45,218,45.21,Yes,Holiday,Decreasing,Regular,Madhya Pradesh,AW11
1215,2024-08-02,52,188,84.82,Yes,Festival,Increasing,Premium,Gujarat,AW05
1215,2024-05-20,43,406,25.39,No,Weekday,Decreasing,Premium,Maharashtra,AW01
1215,2024-11-06,3,286,94.31,No,Holiday,Decreasing,Regular,Assam,AW06
1216,2024-12-05,1,231,10.66,No,Festival,Decreasing,Premium,Uttar Pradesh,AW13
1219,2024-12-14,96,230,92.64,Yes,Festival,Increasing,Budget,Maharashtra,AW01
1221,2024-05-13,35,499,99.89,No,Festival,Increasing,Regular,Assam,AW06
1221,2024-10-02,72,270,42.76,No,Weekday,Increasing,Budget,Punjab,AW09
1222,2024-11-25,84,406,90.35,Yes,Festival,Decreasing,Budget,Tamil Nadu,AW12
1223,2024-01-20,39,34,72.25,Yes,Holiday,Increasing,Budget,Delhi,AW03
1225,2024-02-04,29,371,48.93,Yes,Holiday,Stable,Premium,Telangana,AW02
1225,2024-11-01,82,449,86.11,No,Weekday,Increasing,Premium,Uttar Pradesh,AW13
1225,2024-12-30,78,423,52.84,Yes,Festival,Increasing,Budget,Uttar Pradesh,AW13
1226,2024-03-29,81,347,97.88,Yes,Festival,Increasing,Budget,West Bengal,AW08
1228,2024-11-22,72,21,87.55,No,Holiday,Increasing,Premium,Telangana,AW02
1229,2024-03-18,22,458,56.69,No,Holiday,Decreasing,Premium,Gujarat,AW05
1229,2024-12-13,87,40,6.16,No,Festival,Increasing,Budget,Assam,AW06
1230,2024-09-12,54,298,38.36,No,Holiday,Increasing,Premium,Madhya Pradesh,AW11
1231,2024-05-10,7,128,5.59,No,Festival,Decreasing,Budget,Maharashtra,AW01
1232,2024-03-16,84,495,46.65,Yes,Holiday,Increasing,Regular,Haryana,AW04
1232,2024-08-08,68,385,37.47,No,Festival,Stable,Regular,Uttar Pradesh,AW13
1232,2024-01-22,94,314,65.38,Yes,Festival,Decreasing,Premium,Karnataka,AW07
1233,2024-10-26,58,493,57.97,No,Weekday,Increasing,Premium,Haryana,AW04
1233,2024-10-28,73,88,59.25,No,Holiday,Decreasing,Premium,Karnataka,AW07
1233,2024-02-28,11,271,81.35,No,Weekday,Decreasing,Budget,Karnataka,AW07
1234,2024-10-09,94,430,24.3,Yes,Holiday,Stable,Regular,Delhi,AW03
1234,2024-07-08,71,431,17.27,No,Festival,Stable,Premium,Punjab,AW09
1235,2024-10-20,44,218,58.46,No,Festival,Decreasing,Budget,Haryana,AW04
1235,2024-07-29,46,187,81.85,Yes,Holiday,Increasing,Budget,Haryana,AW04
1235,2024-02-25,79,409,12.75,Yes,Festival,Decreasing,Regular,Uttar Pradesh,AW13
1237,2024-05-30,21,14,63.44,Yes,Holiday,Stable,Budget,Tamil Nadu,AW12
1237,2024-04-18,80,294,49.82,No,Festival,Stable,Premium,Tamil Nadu,AW12
1238,2024-05-30,10,34,79.98,Yes,Festival,Decreasing,Budget,Gujarat,AW05
1238,2024-05-31,71,341,27.53,Yes,Festival,Increasing,Premium,Karnataka,AW07
1240,2024-09-16,30,482,24.84,Yes,Festival,Decreasing,Budget,Maharashtra,AW01
1240,2024-11-28,3,190,87.4,No,Weekday,Decreasing,Regular,Haryana,AW04
1243,2024-10-24,35,466,79.44,No,Weekday,Decreasing,Regular,Maharashtra,AW01
1243,2024-09-13,29,453,50.91,No,Holiday,Decreasing,Regular,Uttar Pradesh,AW13
1244,2024-04-20,78,13,91.09,No,Festival,Increasing,Regular,Karnataka,AW07
1245,2024-11-01,10,380,74.9,Yes,Festival,Stable,Budget,Haryana,AW04
1245,2024-04-17,57,441,64.18,No,Weekday,Stable,Budget,Tamil Nadu,AW12
1245,2024-06-07,21,116,15.79,No,Weekday,Stable,Premium,Madhya Pradesh,AW11
1248,2024-01-03,95,413,74.32,Yes,Festival,Stable,Regular,Haryana,AW04
1248,2024-09-05,17,310,29.11,No,Holiday,Increasing,Budget,Haryana,AW04
1248,2024-03-19,68,13,63.64,Yes,Festival,Stable,Premium,Uttar Pradesh,AW13
1248,2024-12-02,62,151,5.3,No,Festival,Increasing,Premium,Madhya Pradesh,AW11
1249,2024-02-23,81,139,62.47,Yes,Weekday,Decreasing,Regular,West Bengal,AW08
1250,2024-10-22,11,417,80.5,No,Festival,Stable,Premium,Telangana,AW02
1250,2024-03-18,51,477,54.85,Yes,Weekday,Decreasing,Budget,West Bengal,AW08
1251,2024-08-16,27,76,51.15,Yes,Festival,Decreasing,Premium,Haryana,AW04
1251,2024-01-20,2,75,94.47,No,Holiday,Increasing,Premium,Karnataka,AW07
1252,2024-07-03,82,10,42.78,Yes,Festival,Decreasing,Budget,Gujarat,AW05
1252,2024-04-16,78,367,41.6,Yes,Weekday,Increasing,Premium,Rajasthan,AW10
1252,2024-07-08,51,104,14.28,No,Holiday,Stable,Regular,Assam,AW06
1253,2024-04-10,74,226,16.83,No,Holiday,Increasing,Budget,Maharashtra,AW01
1253,2024-10-19,5,108,38.09,Yes,Festival,Decreasing,Budget,Rajasthan,AW10
1253,2024-10-04,43,155,63.18,No,Holiday,Decreasing,Budget,Tamil Nadu,AW12
1253,2024-02-05,77,218,91.65,No,Holiday,Decreasing,Premium,Punjab,AW09
1253,2024-07-14,52,490,53.38,No,Holiday,Increasing,Premium,Uttar Pradesh,AW13
1254,2024-03-27,86,428,80.13,Yes,Festival,Decreasing,Regular,Gujarat,AW05
1256,2024-11-19,12,144,13.55,Yes,Festival,Increasing,Budget,Maharashtra,AW01
1256,2024-08-21,83,368,41.75,No,Weekday,Increasing,Budget,Karnataka,AW07
1258,2024-10-23,28,417,53.48,No,Festival,Decreasing,Premium,Assam,AW06
1262,2024-07-29,49,384,70.69,No,Festival,Increasing,Premium,Maharashtra,AW01
1262,2024-12-20,98,4,87.47,No,Weekday,Decreasing,Premium,Assam,AW06
1264,2024-07-31,96,347,19.74,Yes,Festival,Stable,Premium,Uttar Pradesh,AW13
1265,2024-04-03,60,189,72.57,Yes,Festival,Increasing,Regular,Telangana,AW02
1266,2024-12-07,88,438,71.3,No,Festival,Increasing,Regular,Haryana,AW04
1268,2024-11-19,63,333,88.55,Yes,Festival,Increasing,Premium,Haryana,AW04
1268,2024-08-03,12,486,43.51,Yes,Holiday,Stable,Premium,Rajasthan,AW10
1270,2024-11-25,85,23,38.83,Yes,Weekday,Decreasing,Budget,Uttar Pradesh,AW13
